CustomerID,Gender,Age,Subscription_Type,Monthly_Bill,Total_Usage_Minutes,Customer_Service_Calls,Past_Due_Days,Churn_Status
CUST0450,Female,59,Prepaid,199561.72,875,1,20,No
CUST0451,Female,45,Prepaid,196967.37,355,3,2,No
CUST0452,Female,48,Prepaid,148420.1,591,1,16,Yes
CUST0453,Female,26,Postpaid,69473.97,751,1,27,No
CUST0454,Female,46,Prepaid,153029.15,918,2,18,No
CUST0455,Male,31,Prepaid,63954.57,586,3,13,Yes
CUST0456,Male,57,Prepaid,54404.62,161,1,21,Yes
CUST0457,Female,58,Postpaid,173443.77,460,5,29,Yes
CUST0458,Female,39,Postpaid,81462.94,996,1,22,No
CUST0459,Male,28,Postpaid,106854.07,255,3,7,Yes
CUST0460,Male,40,Postpaid,196018.61,234,4,12,No
CUST0461,Female,18,Prepaid,100526.08,431,3,26,Yes
CUST0462,Male,63,Prepaid,94473.47,545,2,19,Yes
CUST0463,Female,54,Postpaid,187731.2,428,4,2,No
CUST0464,Male,38,Postpaid,66612.27,96,5,4,Yes
CUST0465,Female,43,Prepaid,163937.36,935,0,8,No
CUST0466,Male,63,Prepaid,198209.83,789,3,28,Yes
CUST0467,Female,53,Postpaid,185194.4,600,2,5,No
CUST0468,Male,40,Postpaid,147750.19,577,5,24,Yes
CUST0469,Male,18,Postpaid,97109.12,553,4,21,Yes
CUST0470,Female,57,Postpaid,88148.3,71,5,1,No
CUST0471,Male,32,Prepaid,172888.27,262,3,12,No
CUST0472,Female,38,Prepaid,181973.29,359,1,4,No
CUST0473,Male,64,Prepaid,128815.24,710,3,27,Yes
CUST0474,Female,26,Postpaid,86650.99,802,0,26,No
CUST0475,Male,26,Postpaid,66941.48,321,3,24,Yes
CUST0476,Female,27,Prepaid,63076.92,620,4,7,No
CUST0477,Male,43,Prepaid,157861.62,848,4,22,Yes
CUST0478,Female,58,Prepaid,113017.81,987,3,0,No
CUST0479,Male,52,Prepaid,185803.98,251,4,19,No
CUST0480,Female,42,Postpaid,160950.7,81,1,11,No
CUST0481,Female,43,Prepaid,78689.06,492,5,22,No
CUST0482,Female,28,Prepaid,142066.61,211,3,10,No
CUST0483,Male,55,Prepaid,115325.82,816,1,6,No
CUST0484,Female,19,Prepaid,136587.46,303,5,14,No
CUST0485,Male,24,Prepaid,160710.37,570,5,21,Yes
CUST0486,Female,35,Prepaid,170929.38,700,1,23,No
CUST0487,Male,44,Prepaid,176560.6,529,2,10,No
CUST0488,Female,51,Postpaid,88096.23,59,3,28,Yes
CUST0489,Male,44,Postpaid,54667.34,775,5,21,Yes
CUST0490,Male,34,Postpaid,160894.21,554,5,25,Yes
CUST0491,Female,60,Postpaid,65951.56,834,4,15,Yes
CUST0492,Male,61,Prepaid,97237.94,885,5,2,No
CUST0493,Male,41,Postpaid,50572.57,609,1,19,No
CUST0494,Female,42,Postpaid,152250.42,485,5,13,Yes
CUST0495,Male,24,Prepaid,75069.8,160,2,2,No
CUST0496,Male,23,Prepaid,148292.36,202,3,0,No
CUST0497,Male,41,Postpaid,198761.39,684,3,25,No
CUST0498,Female,50,Postpaid,60900.63,966,5,20,Yes
CUST0499,Male,46,Prepaid,61561.7,918,0,14,No
CUST0500,Female,60,Postpaid,101057.01,151,0,0,No
CUST0501,Male,39,Prepaid,179957.98,802,1,16,No
CUST0502,Male,43,Prepaid,82329.48,882,0,1,No
CUST0503,Male,45,Prepaid,104056.67,240,1,28,No
CUST0504,Female,38,Prepaid,60275.81,778,4,19,Yes
CUST0505,Male,24,Postpaid,164473.29,612,1,5,No
CUST0506,Male,34,Prepaid,111245.95,853,0,7,No
CUST0507,Female,37,Prepaid,163887.31,130,5,28,Yes
CUST0508,Male,58,Postpaid,185541.18,538,4,15,No
CUST0509,Female,37,Prepaid,84914.47,944,0,18,No
CUST0510,Female,39,Postpaid,171109.4,137,1,0,No
CUST0511,Male,45,Postpaid,58864.08,243,2,2,No
CUST0512,Female,57,Postpaid,184827.11,153,3,27,Yes
CUST0513,Male,24,Prepaid,147615.28,832,0,2,No
CUST0514,Female,18,Postpaid,181134.01,145,1,4,No
CUST0515,Female,49,Postpaid,50028.26,472,4,26,Yes
CUST0516,Male,30,Prepaid,75362.16,940,0,11,No
CUST0517,Female,47,Postpaid,108463.91,247,0,11,No
CUST0518,Female,40,Postpaid,106925.44,50,3,19,Yes
CUST0519,Female,36,Postpaid,84009.56,456,1,12,No
CUST0520,Female,49,Postpaid,107241.79,427,2,19,No
CUST0521,Female,47,Postpaid,69327.31,216,4,8,No
CUST0522,Male,46,Prepaid,111914.17,558,1,6,No
CUST0523,Female,62,Postpaid,170353.15,687,4,3,No
CUST0524,Male,46,Postpaid,121860.51,362,0,18,No
CUST0525,Female,47,Prepaid,52700.01,642,3,21,Yes
CUST0526,Male,33,Prepaid,113216.61,467,3,18,Yes
CUST0527,Male,57,Prepaid,54076.25,812,5,5,No
CUST0528,Female,36,Postpaid,194936.51,730,2,26,No
CUST0529,Female,35,Prepaid,69118.09,526,3,12,No
CUST0530,Female,18,Postpaid,156153.25,122,0,10,No
CUST0531,Male,31,Postpaid,195916.45,190,2,12,No
CUST0532,Female,64,Prepaid,173905.86,631,1,12,No
CUST0533,Male,19,Prepaid,154897.31,311,3,27,Yes
CUST0534,Male,45,Postpaid,175919.14,389,2,24,No
CUST0535,Male,47,Prepaid,197269.8,357,0,21,No
CUST0536,Female,55,Postpaid,143201.67,294,5,27,Yes
CUST0537,Female,21,Prepaid,133877.72,564,4,19,Yes
CUST0538,Male,18,Prepaid,144235.72,386,4,14,Yes
CUST0539,Male,25,Prepaid,129901.38,624,0,20,Yes
CUST0540,Female,46,Postpaid,145263.37,610,0,12,Yes
CUST0541,Male,56,Prepaid,117476.33,125,4,21,No
CUST0542,Female,20,Postpaid,82766.48,929,5,10,Yes
CUST0543,Male,49,Postpaid,68037.08,224,2,18,No
CUST0544,Female,27,Postpaid,60251.14,158,4,7,No
CUST0545,Male,27,Postpaid,89497.37,232,0,19,No
CUST0546,Female,36,Prepaid,56918.53,241,3,7,No
CUST0547,Male,63,Postpaid,135075.62,114,1,9,No
CUST0548,Female,51,Postpaid,92574.27,898,5,25,Yes
CUST0549,Female,50,Prepaid,173680.22,523,5,15,Yes
CUST0550,Male,40,Postpaid,61136.13,832,3,18,No
CUST0551,Male,45,Prepaid,83952.72,149,3,25,No
CUST0552,Female,49,Postpaid,159536.92,593,0,22,No
CUST0553,Male,24,Prepaid,139821.24,913,4,10,Yes
CUST0554,Female,46,Postpaid,59673.69,177,2,12,No
CUST0555,Male,25,Prepaid,181585.92,501,5,27,Yes
CUST0556,Female,18,Postpaid,181589.26,963,5,8,No
CUST0557,Female,20,Postpaid,99561.2,418,3,19,Yes
CUST0558,Female,41,Prepaid,101060.88,900,4,23,Yes
CUST0559,Female,40,Prepaid,198354.25,92,5,18,Yes
CUST0560,Female,25,Prepaid,143926.43,933,2,15,No
CUST0561,Female,64,Prepaid,129697.48,468,3,6,No
CUST0562,Male,54,Postpaid,175722.83,537,2,18,Yes
CUST0563,Male,20,Postpaid,92793.55,127,4,11,No
CUST0564,Male,50,Prepaid,114377.39,875,5,14,Yes
CUST0565,Female,45,Postpaid,90166.5,850,1,22,No
CUST0566,Female,64,Prepaid,168374.13,319,5,13,Yes
CUST0567,Female,25,Prepaid,136002.4,723,4,10,No
CUST0568,Female,51,Postpaid,148823.76,750,5,25,Yes
CUST0569,Male,52,Postpaid,87846.09,808,5,9,Yes
CUST0570,Male,49,Postpaid,83033.8,949,0,26,No
CUST0571,Female,41,Postpaid,123256.19,777,5,10,Yes
CUST0572,Male,31,Postpaid,160634.86,364,5,5,No
CUST0573,Male,49,Postpaid,128785.96,974,2,1,No
CUST0574,Female,63,Postpaid,54896.85,900,1,10,No
CUST0575,Male,60,Prepaid,180282.73,951,2,18,No
CUST0576,Female,33,Prepaid,59703.03,938,2,5,No
CUST0577,Male,21,Prepaid,193373.67,994,3,13,Yes
CUST0578,Female,54,Prepaid,53771.29,217,0,19,No
CUST0579,Female,38,Prepaid,154167.57,388,2,5,No
CUST0580,Female,31,Postpaid,62331.06,242,4,16,No
CUST0581,Female,48,Prepaid,186601.49,502,4,9,No
CUST0582,Male,35,Prepaid,119664.99,332,5,27,Yes
CUST0583,Female,24,Prepaid,70628.57,385,3,0,No
CUST0584,Female,27,Prepaid,101122.35,439,0,2,No
CUST0585,Female,24,Prepaid,74723.7,574,0,7,No
CUST0586,Male,50,Prepaid,75587.29,289,5,7,Yes
CUST0587,Female,40,Prepaid,192216.25,881,4,26,Yes
CUST0588,Male,38,Postpaid,116786.92,532,1,19,Yes
CUST0589,Female,36,Postpaid,168320.34,708,3,21,No
CUST0590,Male,36,Prepaid,145940.83,765,5,14,Yes
CUST0591,Male,53,Postpaid,151463.95,641,3,23,Yes
CUST0592,Female,46,Postpaid,69754.02,940,4,6,No
CUST0593,Male,35,Postpaid,85127.67,604,4,10,No
CUST0594,Female,19,Postpaid,168012.55,507,1,6,No
CUST0595,Female,18,Prepaid,195614.93,138,1,28,Yes
CUST0596,Female,64,Postpaid,89401.35,709,0,3,No
CUST0597,Male,22,Postpaid,90735.31,144,3,24,Yes
CUST0598,Male,37,Postpaid,120934.57,501,3,11,No
CUST0599,Female,28,Prepaid,197576.05,477,4,25,Yes
CUST0600,Female,59,Prepaid,90343.84,200,0,5,No
CUST0601,Male,19,Prepaid,111045.79,563,5,13,No
CUST0602,Female,20,Prepaid,183722.0,425,3,11,No
CUST0603,Female,40,Prepaid,50438.15,71,0,10,No
CUST0604,Female,29,Prepaid,55964.89,932,0,18,No
CUST0605,Male,37,Prepaid,140610.75,362,4,20,Yes
CUST0606,Male,22,Postpaid,186107.02,889,0,4,No
CUST0607,Male,54,Postpaid,85828.5,568,1,13,No
CUST0608,Female,55,Postpaid,120446.27,255,1,20,No
CUST0609,Female,47,Prepaid,117569.8,424,2,23,Yes
CUST0610,Female,26,Prepaid,120945.7,500,4,15,Yes
CUST0611,Male,51,Prepaid,143377.95,675,5,24,Yes
CUST0612,Female,61,Prepaid,120461.56,833,2,12,No
CUST0613,Female,52,Prepaid,117120.22,644,1,24,Yes
CUST0614,Female,39,Postpaid,121143.26,228,2,28,Yes
CUST0615,Female,61,Postpaid,138630.12,259,4,21,Yes
CUST0616,Male,41,Prepaid,130551.12,549,4,21,Yes
CUST0617,Male,34,Prepaid,178120.4,513,0,24,No
CUST0618,Female,27,Prepaid,57424.53,889,3,19,Yes
CUST0619,Male,47,Prepaid,174997.56,173,0,21,No
CUST0620,Male,63,Postpaid,176588.69,162,4,3,No
CUST0621,Female,40,Prepaid,92736.2,61,1,10,No
CUST0622,Female,49,Prepaid,119427.79,175,5,16,No
CUST0623,Male,34,Prepaid,115780.77,614,1,6,No
CUST0624,Female,34,Prepaid,82776.48,380,0,13,No
CUST0625,Male,31,Postpaid,109519.53,950,5,25,Yes
CUST0626,Female,26,Prepaid,56658.17,332,4,10,Yes
CUST0627,Male,57,Prepaid,91673.31,189,1,27,Yes
CUST0628,Female,19,Postpaid,172502.33,450,4,21,Yes
CUST0629,Male,62,Postpaid,92684.35,951,5,8,No
CUST0630,Male,42,Postpaid,172731.0,146,5,22,Yes
CUST0631,Male,56,Prepaid,129739.92,566,1,12,No
CUST0632,Female,26,Prepaid,181979.4,618,4,22,Yes
CUST0633,Male,39,Postpaid,136216.93,973,2,17,No
CUST0634,Male,60,Postpaid,54450.23,895,4,27,Yes
CUST0635,Female,63,Postpaid,151313.03,118,5,10,No
CUST0636,Female,21,Postpaid,56728.04,167,4,14,Yes
CUST0637,Male,43,Postpaid,117589.55,937,0,24,No
CUST0638,Male,46,Postpaid,189414.0,108,2,25,Yes
CUST0639,Female,62,Prepaid,74780.59,82,3,24,Yes
CUST0640,Female,51,Prepaid,108480.85,367,0,21,No
CUST0641,Female,40,Prepaid,159479.05,99,3,28,Yes
CUST0642,Female,54,Postpaid,182338.78,929,1,18,No
CUST0643,Female,28,Postpaid,150641.45,538,3,0,No
CUST0644,Male,23,Postpaid,88725.99,68,4,3,No
CUST0645,Female,35,Postpaid,151191.18,775,3,13,No
CUST0646,Male,38,Postpaid,94509.15,246,5,13,Yes
CUST0647,Male,59,Postpaid,157764.38,940,0,2,No
CUST0648,Male,53,Prepaid,193104.97,499,0,29,Yes
CUST0649,Female,58,Prepaid,158209.02,608,3,27,Yes
CUST0650,Male,55,Postpaid,179432.08,728,0,16,No
CUST0651,Male,51,Prepaid,50315.58,501,5,2,Yes
CUST0652,Female,34,Postpaid,157635.82,338,0,15,Yes
CUST0653,Male,54,Prepaid,174438.13,190,3,13,No
CUST0654,Male,42,Postpaid,56083.81,133,2,29,Yes
CUST0655,Female,55,Postpaid,180739.66,743,2,19,Yes
CUST0656,Male,29,Prepaid,88504.13,440,1,28,Yes
CUST0657,Male,40,Prepaid,149793.82,640,0,12,No
CUST0658,Male,59,Postpaid,170053.23,264,3,14,Yes
CUST0659,Female,39,Postpaid,149399.68,575,0,13,No
CUST0660,Female,38,Prepaid,63842.72,264,4,23,Yes
CUST0661,Female,44,Prepaid,139448.23,452,5,24,Yes
CUST0662,Male,48,Postpaid,132437.55,177,0,18,No
CUST0663,Male,23,Prepaid,185048.19,871,0,5,No
CUST0664,Female,44,Postpaid,110635.96,526,2,9,No
CUST0665,Male,57,Postpaid,98162.16,809,5,26,Yes
CUST0666,Male,51,Postpaid,162477.61,453,3,14,Yes
CUST0667,Female,29,Postpaid,111901.3,78,0,20,No
CUST0668,Female,62,Prepaid,146914.43,841,2,21,Yes
CUST0669,Male,24,Prepaid,146967.51,387,1,19,No
CUST0670,Male,27,Prepaid,183205.86,880,5,25,No
CUST0671,Male,62,Prepaid,139803.86,763,2,5,No
CUST0672,Female,34,Prepaid,125323.04,410,2,22,No
CUST0673,Female,43,Prepaid,70830.7,618,2,24,Yes
CUST0674,Female,38,Prepaid,67360.64,441,0,9,No
CUST0675,Female,45,Postpaid,73148.23,267,0,6,No
CUST0676,Male,63,Prepaid,75777.27,623,1,21,No
CUST0677,Female,19,Prepaid,145681.56,718,4,16,Yes
CUST0678,Female,60,Postpaid,161147.19,251,4,17,Yes
CUST0679,Female,18,Prepaid,129498.73,66,4,16,No
CUST0680,Female,53,Prepaid,174352.66,371,5,8,Yes
CUST0681,Female,43,Postpaid,198689.48,567,5,9,Yes
CUST0682,Male,46,Prepaid,173001.89,619,1,9,No
CUST0683,Male,38,Prepaid,154232.36,374,5,24,Yes
CUST0684,Female,28,Prepaid,129873.9,461,4,6,No
CUST0685,Male,57,Postpaid,117327.96,367,4,15,No
CUST0686,Female,28,Prepaid,62658.86,730,2,28,Yes
CUST0687,Female,53,Prepaid,109905.31,131,5,17,Yes
CUST0688,Male,56,Postpaid,186520.2,523,0,5,No
CUST0689,Male,57,Prepaid,171203.39,517,0,26,No
CUST0690,Female,52,Postpaid,82407.7,474,2,19,No
CUST0691,Female,51,Postpaid,119991.17,994,2,0,No
CUST0692,Female,64,Prepaid,172508.48,780,2,0,No
CUST0693,Male,41,Postpaid,60107.68,738,0,11,Yes
CUST0694,Female,39,Postpaid,108108.89,253,4,20,Yes
CUST0695,Female,22,Prepaid,177776.19,632,2,27,No
CUST0696,Female,50,Postpaid,110584.68,436,1,1,No
CUST0697,Male,53,Postpaid,61642.2,827,2,3,No
CUST0698,Female,64,Prepaid,131380.16,147,3,16,Yes
CUST0699,Female,37,Prepaid,179261.37,394,2,3,No
CUST0700,Male,36,Prepaid,138542.83,852,0,10,No
CUST0701,Female,52,Postpaid,83941.87,257,5,21,Yes
CUST0702,Female,60,Prepaid,107635.94,563,2,25,Yes
CUST0703,Male,34,Postpaid,117518.5,685,5,3,No
CUST0704,Female,62,Postpaid,136889.95,841,3,0,No
CUST0705,Male,60,Postpaid,163902.65,635,1,6,No
CUST0706,Male,51,Postpaid,64831.04,215,5,29,Yes
CUST0707,Female,26,Postpaid,183447.8,71,4,17,Yes
CUST0708,Female,43,Postpaid,51846.46,203,2,8,No
CUST0709,Female,19,Postpaid,105507.85,988,3,28,Yes
CUST0710,Female,26,Prepaid,54113.05,488,3,2,No
CUST0711,Male,26,Prepaid,108946.13,344,5,7,Yes
CUST0712,Female,57,Postpaid,128871.89,268,1,28,Yes
CUST0713,Male,34,Postpaid,126752.21,718,0,23,No
CUST0714,Female,18,Prepaid,74844.25,544,2,18,No
CUST0715,Female,42,Postpaid,146861.08,279,3,3,No
CUST0716,Female,60,Prepaid,56716.77,69,1,17,No
CUST0717,Male,57,Prepaid,164286.02,602,4,19,Yes
CUST0718,Female,59,Prepaid,191996.67,999,3,26,No
CUST0719,Female,42,Postpaid,100965.32,197,1,10,No
CUST0720,Female,56,Postpaid,127585.91,157,0,26,Yes
CUST0721,Female,52,Prepaid,106836.54,452,0,13,No
CUST0722,Male,20,Prepaid,51006.56,645,3,24,Yes
CUST0723,Female,54,Prepaid,107881.18,532,3,17,Yes
CUST0724,Male,61,Prepaid,168758.04,416,5,27,Yes
CUST0725,Male,61,Prepaid,139398.33,883,2,27,Yes
CUST0726,Male,47,Postpaid,65188.99,463,1,28,No
CUST0727,Male,55,Prepaid,177070.92,358,3,15,Yes
CUST0728,Male,51,Postpaid,129662.8,851,2,2,No
CUST0729,Male,29,Prepaid,176258.5,967,5,14,Yes
CUST0730,Female,36,Postpaid,137033.23,884,2,26,No
CUST0731,Male,54,Postpaid,133953.27,183,3,26,Yes
CUST0732,Male,61,Postpaid,65788.88,768,0,3,No
CUST0733,Male,34,Postpaid,75103.96,332,1,4,Yes
CUST0734,Female,27,Postpaid,195803.79,827,1,16,Yes
CUST0735,Female,64,Postpaid,84273.01,122,0,6,No
CUST0736,Male,29,Prepaid,196617.82,530,3,15,No
CUST0737,Female,33,Postpaid,129786.91,401,1,13,No
CUST0738,Male,41,Prepaid,70368.36,609,3,25,Yes
CUST0739,Male,36,Postpaid,64895.33,375,5,15,Yes
CUST0740,Female,25,Postpaid,81329.61,794,3,6,No
CUST0741,Male,48,Prepaid,188845.6,492,2,8,No
CUST0742,Female,38,Postpaid,112122.53,149,0,3,No
CUST0743,Female,34,Prepaid,109315.14,108,3,29,Yes
CUST0744,Male,40,Prepaid,96980.94,557,5,29,Yes
CUST0745,Male,54,Prepaid,72059.28,307,4,21,Yes
CUST0746,Female,33,Prepaid,123177.68,462,0,10,No
CUST0747,Male,23,Postpaid,69507.17,501,1,1,No
CUST0748,Male,25,Postpaid,175322.04,114,2,11,No
CUST0749,Male,42,Prepaid,105559.55,644,1,11,No
CUST0750,Female,35,Postpaid,106220.54,203,5,29,Yes
CUST0751,Female,42,Postpaid,121100.96,315,5,3,Yes
CUST0752,Male,29,Prepaid,116619.16,870,1,17,No
CUST0753,Female,32,Postpaid,199228.7,128,0,25,No
CUST0754,Female,43,Prepaid,131807.17,364,1,20,No
CUST0755,Female,58,Prepaid,63230.26,711,3,6,No
CUST0756,Female,62,Postpaid,141031.6,996,1,28,No
CUST0757,Female,43,Postpaid,72737.64,609,2,0,No
CUST0758,Male,64,Postpaid,54640.65,966,2,25,Yes
CUST0759,Male,49,Prepaid,195611.32,940,4,25,Yes
CUST0760,Male,27,Prepaid,166030.83,297,2,22,Yes
CUST0761,Female,33,Postpaid,197016.35,839,1,25,Yes
CUST0762,Female,24,Postpaid,121681.77,917,2,12,No
CUST0763,Male,34,Postpaid,129838.63,659,0,5,No
CUST0764,Female,40,Postpaid,75250.54,463,2,5,No
CUST0765,Male,43,Prepaid,87036.11,74,3,11,No
CUST0766,Male,38,Postpaid,175782.38,333,0,7,No
CUST0767,Male,39,Prepaid,103427.85,498,4,23,Yes
CUST0768,Female,24,Prepaid,174022.25,930,3,21,Yes
CUST0769,Female,31,Postpaid,156352.06,350,1,18,No
CUST0770,Male,32,Postpaid,76575.64,117,1,4,No
CUST0771,Male,24,Postpaid,126116.95,56,1,17,No
CUST0772,Male,26,Prepaid,151608.1,866,3,29,Yes
CUST0773,Male,25,Postpaid,85255.58,186,3,4,No
CUST0774,Female,40,Postpaid,174603.28,213,3,29,Yes
CUST0775,Female,46,Prepaid,131724.15,132,0,24,No
CUST0776,Male,35,Postpaid,74786.31,946,5,9,No
CUST0777,Male,48,Prepaid,137447.66,699,0,0,No
CUST0778,Female,47,Postpaid,199957.07,469,1,9,No
CUST0779,Female,56,Prepaid,72578.22,122,5,4,Yes
CUST0780,Male,52,Postpaid,172513.54,286,2,11,Yes
CUST0781,Male,35,Postpaid,81096.35,95,1,21,Yes
CUST0782,Male,59,Prepaid,167358.25,667,4,29,Yes
CUST0783,Female,56,Prepaid,160186.69,977,0,26,No
CUST0784,Female,34,Postpaid,95073.41,849,3,6,No
CUST0785,Female,31,Prepaid,98873.47,311,0,8,No
CUST0786,Male,48,Prepaid,168878.21,225,3,21,Yes
CUST0787,Male,41,Prepaid,119216.83,215,5,20,Yes
CUST0788,Female,52,Prepaid,159622.7,706,4,11,No
CUST0789,Female,61,Postpaid,72197.62,891,5,22,Yes
CUST0790,Male,62,Postpaid,177883.67,419,4,28,Yes
CUST0791,Female,51,Prepaid,156632.71,844,0,0,No
CUST0792,Female,20,Prepaid,186041.42,103,3,10,No
CUST0793,Male,54,Prepaid,69855.86,739,5,29,Yes
CUST0794,Female,60,Prepaid,138952.18,468,4,20,Yes
CUST0795,Male,57,Postpaid,139868.09,805,1,14,No
CUST0796,Male,43,Postpaid,103019.11,556,1,1,Yes
CUST0797,Male,40,Prepaid,118769.96,390,5,19,Yes
CUST0798,Male,61,Prepaid,55697.23,176,3,6,No
CUST0799,Male,56,Prepaid,161879.01,458,5,20,Yes
CUST0800,Male,32,Postpaid,132398.37,973,0,11,No
CUST0801,Male,21,Prepaid,58661.16,416,4,21,No
CUST0802,Female,46,Postpaid,152113.38,320,0,17,No
CUST0803,Male,39,Prepaid,120017.31,693,1,2,No
CUST0804,Male,42,Postpaid,55169.19,654,4,6,No
CUST0805,Female,30,Prepaid,195441.16,428,5,10,No
CUST0806,Female,35,Postpaid,192366.82,122,0,17,No
CUST0807,Female,50,Prepaid,126935.36,972,2,11,No
CUST0808,Male,33,Prepaid,64050.86,971,3,5,No
CUST0809,Female,62,Prepaid,163193.18,964,3,4,No
CUST0810,Male,59,Postpaid,123789.67,297,2,25,Yes
CUST0811,Male,61,Prepaid,95367.12,909,1,0,No
CUST0812,Male,19,Postpaid,123712.73,834,4,11,No
CUST0813,Male,52,Postpaid,128366.62,92,3,26,Yes
CUST0814,Female,59,Prepaid,134406.75,426,2,25,Yes
CUST0815,Female,51,Prepaid,116183.56,90,5,10,No
CUST0816,Male,47,Prepaid,140863.3,219,2,3,No
CUST0817,Male,30,Postpaid,187810.21,995,1,26,Yes
CUST0818,Male,30,Prepaid,104340.21,261,1,17,No
CUST0819,Female,35,Postpaid,158857.47,542,0,3,No
CUST0820,Male,49,Postpaid,184167.88,729,3,16,No
CUST0821,Male,49,Prepaid,118396.89,88,0,1,No
CUST0822,Female,52,Prepaid,116518.38,418,2,28,No
CUST0823,Female,56,Prepaid,140317.55,806,4,23,Yes
CUST0824,Male,63,Prepaid,138711.01,200,4,21,Yes
CUST0825,Female,46,Prepaid,170988.4,160,1,1,No
CUST0826,Female,46,Prepaid,121472.51,529,4,11,Yes
CUST0827,Male,61,Postpaid,199418.44,485,4,5,No
CUST0828,Female,33,Postpaid,58920.74,96,4,9,Yes
CUST0829,Male,61,Postpaid,50475.18,624,2,24,No
CUST0830,Female,64,Prepaid,146029.75,786,4,22,Yes
CUST0831,Male,27,Postpaid,94765.24,415,5,24,Yes
CUST0832,Male,47,Postpaid,86057.36,118,4,20,Yes
CUST0833,Male,42,Postpaid,96784.86,348,4,22,Yes
CUST0834,Female,56,Postpaid,88407.13,993,0,26,No
CUST0835,Male,37,Postpaid,54618.51,851,2,15,No
CUST0836,Female,22,Prepaid,195729.96,345,1,13,No
CUST0837,Male,18,Prepaid,83111.82,252,0,6,No
CUST0838,Male,47,Postpaid,160104.46,110,3,27,Yes
CUST0839,Female,20,Postpaid,164389.46,995,2,27,No
CUST0840,Male,62,Postpaid,189388.61,879,5,18,Yes
CUST0841,Male,31,Prepaid,54582.42,363,2,22,No
CUST0842,Female,47,Prepaid,180807.25,210,3,16,Yes
CUST0843,Male,21,Postpaid,129083.93,380,3,8,No
CUST0844,Male,35,Prepaid,144881.62,577,3,25,No
CUST0845,Male,54,Prepaid,146670.54,387,1,12,No
CUST0846,Male,42,Postpaid,172969.67,655,4,21,Yes
CUST0847,Female,18,Prepaid,100011.1,353,2,4,No
CUST0848,Female,63,Prepaid,159957.68,552,4,22,Yes
CUST0849,Male,32,Postpaid,129286.72,699,4,4,Yes
CUST0850,Female,26,Prepaid,169009.1,387,5,9,No
CUST0851,Male,32,Prepaid,198581.9,599,3,20,Yes
CUST0852,Female,41,Postpaid,80097.65,688,1,26,Yes
CUST0853,Male,21,Prepaid,199197.3,324,5,9,Yes
CUST0854,Male,29,Prepaid,63471.82,213,0,26,Yes
CUST0855,Male,54,Postpaid,50347.63,492,1,6,No
CUST0856,Male,54,Postpaid,56624.29,368,4,25,Yes
CUST0857,Male,60,Postpaid,101267.36,638,1,14,No
CUST0858,Male,23,Prepaid,144935.95,553,3,6,No
CUST0859,Female,56,Postpaid,60354.43,735,0,28,No
CUST0860,Male,63,Prepaid,50849.87,436,3,26,Yes
CUST0861,Female,41,Postpaid,190563.65,919,0,14,No
CUST0862,Male,28,Prepaid,173289.0,882,5,2,Yes
CUST0863,Female,30,Postpaid,171377.48,937,4,18,No
CUST0864,Female,51,Postpaid,182663.64,652,0,9,No
CUST0865,Female,42,Postpaid,155005.14,799,0,27,No
CUST0866,Male,24,Postpaid,65660.62,825,0,28,No
CUST0867,Male,21,Prepaid,109865.03,740,1,14,No
CUST0868,Female,25,Postpaid,158472.42,543,5,2,No
CUST0869,Male,37,Postpaid,92050.17,539,1,5,No
CUST0870,Female,46,Prepaid,153110.95,770,4,11,No
CUST0871,Male,62,Postpaid,53674.77,122,0,14,No
CUST0872,Female,63,Prepaid,95920.6,558,5,5,No
CUST0873,Female,27,Postpaid,132369.55,439,5,12,No
CUST0874,Male,60,Postpaid,144813.47,668,2,28,No
CUST0875,Female,51,Postpaid,136556.1,906,4,18,Yes
CUST0876,Male,43,Prepaid,154663.44,344,5,2,Yes
CUST0877,Female,58,Postpaid,50913.31,418,0,7,No
CUST0878,Female,20,Postpaid,65141.18,845,0,7,No
CUST0879,Male,23,Postpaid,180341.64,914,5,22,Yes
CUST0880,Male,22,Prepaid,152262.3,743,1,25,No
CUST0881,Male,22,Prepaid,66939.75,598,4,19,Yes
CUST0882,Female,64,Postpaid,176311.17,698,0,14,No
CUST0883,Male,40,Prepaid,86334.68,899,5,3,No
CUST0884,Female,26,Postpaid,121738.98,617,0,18,No
CUST0885,Female,52,Postpaid,71779.48,236,5,20,Yes
CUST0886,Male,37,Postpaid,156516.51,902,4,2,No
CUST0887,Male,59,Postpaid,150028.16,819,5,12,Yes
CUST0888,Female,52,Postpaid,81666.87,494,2,7,No
CUST0889,Female,35,Postpaid,179510.12,619,5,22,Yes
CUST0890,Male,34,Postpaid,110195.9,412,5,15,Yes
CUST0891,Male,41,Prepaid,93877.26,172,4,12,Yes
CUST0892,Male,20,Prepaid,72849.44,237,5,2,Yes
CUST0893,Male,49,Prepaid,89925.2,791,4,15,Yes
CUST0894,Male,52,Prepaid,53304.04,729,2,8,No
CUST0895,Female,55,Prepaid,137488.62,469,4,27,No
CUST0896,Female,30,Prepaid,176334.61,675,0,13,No
CUST0897,Female,64,Prepaid,132347.07,301,4,12,Yes
CUST0898,Female,42,Postpaid,82891.09,668,2,20,No
CUST0899,Male,26,Postpaid,55050.38,598,3,24,No
CUST0900,Male,21,Postpaid,82194.21,384,5,6,Yes
